DrugBankID,Name,Type,Groups,Targets,Pathways,Synonyms
DB17260,Minnelide free acid,small molecule,investigational,,,"Trisoxireno(4b,5:6,7:8a,9)phenanthro(1,2-c)furan-1(3h)-one, 3b,4,4a,6,6a,7a,7b,8b,9,10-decahydro-8b-methyl-6a-(1-methylethyl)-6-((phosphonooxy)methoxy)-, (3bs,4as,5ar,6r,6as,7as,7bs,8as,8bs)-"
DB17261,Flubrobenguane F18,small molecule,investigational,,,Flubrobenguane (18f)|Flubrobenguane F-18|N-((3-bromo-4-(3-(fluoro-18f)propoxy)phenyl)methyl)guanidine
DB17262,GALE-301,biotech,investigational,,,E39 peptide vaccine|Folate Binding Protein E39 vaccine
DB17263,Caflanone,small molecule,investigational,,,"4h-1-benzopyran-4-one, 5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-8-(3-methyl-2-buten-1-yl)-"
DB17264,TRX-E-002-1,small molecule,investigational,,,"(+)-cis-4-(para-hydroxyphenyl)-7,4-dihydroxy-3,5-dimethoxy-8-methylisoflavan|Cantrixil"
DB17265,MGD-024,biotech,investigational,,,
DB17266,Zevorcabtagene autoleucel,biotech,investigational,,,Zevor-cel
DB17267,BI-836858,biotech,investigational,,,anti-Cd33 monoclonal antibody BI 836858|Fully Human Igg1 Antibody Specific For Cd33
DB17268,TNB-383B,biotech,investigational,,,
DB17269,Cirtuvivint,small molecule,investigational,,,"4-pyridinecarboxamide, 2-(4-methyl-1-piperazinyl)-n-(6-(1-methyl-1h-pyrazol-4-yl)-3-isoquinolinyl)-|CDC-like kinase inhibitor of the Wnt Pathway"
DB17270,Ceclazepide,small molecule,investigational,,,"(r)-1-(1-(4-acetoxy-3,3-dimethyl-2-oxo-butyl)-2-oxo-5-(pyridin-2-yl)-2,3-dihydro-1h-benzo(e)(1,4)diazepin-3-yl)-3-(3-methylamino-phenyl)-urea|Urea, n-((3r)-1-(4-(acetyloxy)-3,3-dimethyl-2-oxobutyl)-2,3-dihydro-2-oxo-5-(2-pyridinyl)-1h-1,4-benzodiazepin-3-yl)-n'-(3-(methylamino)phenyl)-"
DB17271,Galinpepimut-S,biotech,investigational,,,GPS|WT-1 ANALOG PEPTIDE VACCINE SLS-001
DB17272,ST101 peptide,biotech,investigational,,,
DB17273,Granaticin B,small molecule,investigational,,,"8,11-ethanofuro(2,3-e)naphtho(2,3-c:6,7-c')dipyran-2,6,13(9h)-trione, 3,3a,5,8,11,13b-hexahydro-7,8,12-trihydroxy-5,9-dimethyl-15-(((2s,5s,6s)-tetrahydro-5-hydroxy-6-methyl-2h-pyran-2-yl)oxy)-, (3as,5s,8s,9r,11r,13bs,15r)-"
DB17274,ONCOS-102,biotech,investigational,,,Ad5/3-D24-GMCSF|CGTG 102|CGTG-102
DB17275,ST-36,biotech,investigational,,,ST 36|ST36
DB17276,GVAX,biotech,investigational,,,GVAX melanoma|Melanoma GVAX|Replication-incompetent GM-CSF-expressing gene-modified allogeneic acute myeloid leukemia cancer cell lines|Replication-incompetent GM-CSF-expressing gene-modified allogeneic chronic myeloid leukemia cancer cell lines|Replication-incompetent GM-CSF-expressing gene-modified allogeneic pancreatic cancer cell lines
DB17277,CBP-501,small molecule,investigational,,,"D-arginine, 4-benzoyl-d-phenylalanyl-d-seryl-d-tryptophyl-d-seryl-2,3,4,5,6-pentafluoro-d-phenylalanyl-3-cyclohexyl-d-alanyl-d-arginyl-d-arginyl-d-arginyl-d-glutaminyl-d-arginyl-"
DB17278,Lutetium Lu177 Edotreotide,small molecule,investigational,,,(177ludota)-toc|Dotatoc Lu-177|Edotreotide lutetium Lu-177|Lutetium (177lu) edotreotide|Lutetium (177Lu)-edotreotide|Lutetium lu 177-edotreotide|Lutetium Lu-177 dota-tyr3-octreotide|Lutetium Lu-177-edotreotide
DB17279,Anti-CD5 CAR T-cell therapy,biotech,investigational,,,anti-CD5 CAR T cells|CD5CAR-T|chimeric antigen receptor (CAR) directed against the target protein CD5
DB17280,OriCar-017,biotech,investigational,,,chimeric antigen receptor (CAR)-T cell therapy targeting G protein-coupled receptor class-C group-5 member-D (GPRC5D)|GPRC5D-CAR-T
DB17281,Anti-CD4 CAR T-cell therapy,biotech,investigational,,,CD4CAR T cells|chimeric antigen receptor directed against the target protein CD4 lentivirally transfected T cells
DB17282,IMAB027,biotech,investigational,,,
DB17283,Chrysoeriol,small molecule,investigational,,,"3'-methoxy-4',5,7-trihydroxyflavone|3'-methoxyapigenin|3'-o-methylluteolin|4h-1-benzopyran-4-one, 5,7-dihydroxy-2-(4-hydroxy-3-methoxyphenyl)-|5,7,4'-trihydroxy-3'-methoxyflavone|Chryseriol|Chrysoriol|Cresorol|Luteolin 3'-methyl ether"
DB17284,Pelareorep,biotech,investigational,,,Mammalian orthoreovirus 3 strain dearing|Mammalian orthoreovirus 3-dearing|Reolysin|Reovirus (type 3 / strain dearing)|Reovirus 3 (strain dearing)|Reovirus type 3 (strain dearing)|Reovirus type 3 (strain dearing) (t3d) (mammalian orthoreovirus 3)|Reovirus type 3 dearing oncolytic virus without transgenes
DB17285,Sulanemadlin,biotech,investigational,,,N-acetyl-l-leucyl-l-threonyl-l-phenylalanyl-cyclo(d-r8-l-glutamyl-ltyrosyl-ltryptophanyl-l-alanyl-l-glutaminyl-l-leucyl-l-s5)-l-alanyl-lalanyl-l-alanyl-l-alanyl-lalanyl-d-alanylamide|Sulanemadlin
DB17286,TERT-572,biotech,investigational,,,"H-arg-leu-phe-phe-tyr-arg-lys-ser-val-oh|L-arginyl-l-leucyl-l-phenylalanyl-l-phenylalanyl-l-tyrosyl-l-arginyl-l-lysyl-l-seryl-l-valine|L-valine, l-arginyl-l-leucyl-l-phenylalanyl-l-phenylalanyl-l-tyrosyl-l-arginyl-l-lysyl-l-seryl-|Telomerase-specific vaccine VX-001 TERT-572|VX-001 component TERT-572"
DB17287,Dasiprotimut-T,biotech,investigational,,,Autologous lymphoma-derived immunoglobulin idiotype antigen vaccine conjugated to keyhole limpet hemocyanin|BiovaxID
DB17288,LV305,biotech,investigational,,,
DB17289,L-arginine,small molecule,approved|nutraceutical,,,
DB17290,CNDO-109,biotech,investigational,,,CNDO-109-AANK Cells|CNDO-109-activated allogeneic natural killer cells|CNDO-109-activated allogeneic NK cell therapy|CNDO-109-NK|CNDO-109-NK cells
DB17291,YS-ON-001,biotech,investigational,,,Polyinosinic-polycytidylic acid/inactivated rabies virus|Yivyka
DB17292,G305,biotech,investigational,,,G305
DB17293,Hiltonol,biotech,investigational,,,"5'-cytidylic acid, homopolymer, complex with 5'-inosinic acid homopolymer (1:1), compd. with cellulose carboxymethyl ether and l-lysine homopolymer|5'-inosinic acid, homopolymer, complex with 5'-cytidylic acid homopolymer (1:1), compd. with cellulose carboxymethyl ether and l-lysine homopolymer|L-lysine, homopolymer, compd. with cellulose carboxymethyl ether and 5'-inosinic acid homopolymer complex with 5'-cytidylic acid homopolymer|Poly iclc|Poly-IC with poly-lysine|Poly-ICLC|Poly(ICLC)|polyinosinic-polycytidilic acid (Poly-ICLC)"
